Site.No,Site.Name,Street.Address,County,city,state,zip,Type,ObjectId,x,y
2975,"Abf Freight System, Inc.",6720 Washington Blvd,Howard,Elkridge,MD,21075,Compliance,2778,-76.7428610364808,39.1986539958178
154625,Wayne Miller Property,4864 Schalk Rd No. 1,Carroll,Manchester,MD,21102,Compliance,2779,-76.8240077021332,39.7035763409281
153022,PAF 16-2460/SMPRU gravel access road and Enchanted Place,Intersection of Enchanted Place and a gravel access road,St. Mary's,Charlotte Hall,MD,20622,Compliance,2780,-76.8565000004201,38.4099449998315
94723,"Clean Earth of Greater Washington, LLC",6250 Dower House Rd,Prince George's,Upper Marlboro,MD,20770,Compliance,2781,-76.8473490871996,38.8050861323355
151694,Closed Sanitary Landfill Cap and Drainage Repairs,"near Old Waugh Chapel Rd, 39.079080 -76.714734",Anne Arundel,Fort George G. Meade,MD,20755,Compliance,2782,-76.7417253997734,39.1152862998556
154428,PPG Road Solar Project,11500 Pittsburgh Plate Glass Road SE,Allegany,Cumberland,MD,21502,Compliance,2783,-78.7486734940194,39.5888899898357
13355,National Institute of Standards and Technology,"100 Bureau Dr, Stop 1730",Montgomery,Gaithersburg,MD,20899,Compliance,2784,-77.2182619651311,39.1401690144681
155047,KFC/Taco Bell,766 Cambridge Plaza,Dorchester,Cambridge,MD,21613,Compliance,2785,-76.06157024401,38.5594254164782
155215,PAF 17-2223/Fesival at Perry Hall Shopping Center,4130 East Joppa Road,Baltimore,Nottingham,MD,21236,Compliance,2786,-76.4826499656829,39.3989300165799
147663,FR DPW and T-Delauter Road,Delauter Rd betwn Gambrill Park Rd and Fishing Creek Rd,Frederick,Frederick,MD,21701,Compliance,2787,-77.4838299109538,39.573420034716
127099,"Logtown Road Llc/deer Run/rd Xings, Lot",8804 Logtown rd,Worcester,Berlin,MD,21811,Compliance,2788,-75.2668860070484,38.3600180125221
144372,Rehabilitation of Bridge No. B-Y059001 on I-895 over Patapsco River Flats,39.228708 -76.632051,Baltimore City,Brooklyn,MD,21225,Compliance,2789,-76.614515000237,39.2266950000012
225,University of Maryland - Baltimore County,1000 Hilltop Circle,Baltimore,Baltimore,MD,21250,Compliance,2790,-76.7076749808127,39.2559129974196
155009,Pennsylvania Grain Processing LLC I-70 spill,I-70 at Mt. Phillip Rd,Frederick,Frederick,MD,21703,Compliance,2791,-77.4743099123224,39.4125700550936
155057,Jackson/Urban Property PAF,30653 Old Fruitland Road,Wicomico,Salisbury,MD,21804,Compliance,2792,-75.5514509594594,38.3079478793054
135724,Grasonville Cemetery Road,Grasonville Cemetery Road,Queen Anne's,Grasonville,MD,21638,Compliance,2793,-76.1858401009903,38.9514276433952
64084,Joe Hollingsworth,2809 Chancellor Point Rd,Talbot,Trappe,MD,21673,Compliance,2794,-76.0160689785631,38.6253969875648
23143,Bay Bridge Airport,202 Airport Rd,Queen Anne's,Stevensville,MD,21666,Compliance,2795,-76.3265019822872,38.9746980088159
141663,Wayne Johnson,12975 Mills Creek Dr,Calvert,Lusby,MD,20657,Compliance,2796,-76.4332669774853,38.3345449897799
141112,Regis A Johnston,13142 Court David,Calvert,Lusby,MD,20657,Compliance,2797,-76.4433449583673,38.3288840199022
151946,Queenstown Veterinary Hospital,105 4-H Park Road,Queen Anne's,Queenstown,MD,21658,Compliance,2798,-76.142323097225,38.9924077335752
105989,MD SHA-Structure No 0603300-MD 194,MD 194 OVER PINEY CREEK,Carroll,Taneytown,MD,21787,Compliance,2799,-77.1551030398621,39.678124757357
143607,MO DEP-Potomac Ridge SWM Pond D,Rear of 11828 Appaloosa Way,Montgomery,Potomac,MD,20854,Compliance,2800,-77.2448109726674,39.0821729925196
146363,Joseph Remeikis Jr. and Lucy Brown,1555 Otterdale Mill Road,Carroll,Taneytown,MD,21787,Compliance,2801,-77.1679550399009,39.6177069936843
155103,2402 Talbot Rd SSO to Gwynns Falls,2402 Talbot Rd,Baltimore City,Baltimore,MD,21216,Compliance,2802,-76.6867980069473,39.3133939941638
155217,PAF# 17-2234/4100 - 4199 Block of Fitch Avenue,Intersection of Stemmers Run & Fitch Avenue,Baltimore,Nottingham,MD,21236,Compliance,2803,-76.4759499997139,39.3975400000583
155172,Hugh Panero,27030 Rigbylot Road,Talbot,Royal Oak,MD,21662,Compliance,2804,-76.1839099996354,38.7062649998572
142810,BGE-Leister School Road,850 Leister School Rd,Carroll,Westminster,MD,21157,Compliance,2805,-76.9191059731059,39.5985400118327
151073,MPA - Lot 402 Drainage Improvements,"near Service Rd, 39.249543,-76.533626",Baltimore City,Baltimore City,MD,21222,Compliance,2806,-76.5223149997981,39.2621200002504
6162,Pikesville Yard,509 Western Maryland Ave,Baltimore,Pikesville,MD,21208,Compliance,2807,-76.7230253977776,39.3647719370602
143603,MO DEP-Potomac Ridge SWM Pond C,Rear of 13913 Saddleview Drive,Montgomery,Potomac,MD,20854,Compliance,2808,-77.2415019654362,39.0823969983098
101130,Pikesville Salt Dome,511 Western Maryland Ave,Baltimore,Pikesville,MD,21208,Compliance,2809,-76.722756036143,39.364868979322
155173,Barry Burke,509 Tenant Circle,Talbot,Saint Michaels,MD,21663,Compliance,2810,-76.2044850254793,38.7762689819401
102209,MD SHA - MD 852 Culvert,2117 Old New Windsor Road,Carroll,New Windsor,MD,21776,Compliance,2811,-77.1247034263183,39.5180372130037
143602,MO DEP-Potomac Ridge SWM Pond A,Rear of 14021 Saddleview Drive,Montgomery,Potomac,MD,20854,Compliance,2812,-77.2377840046636,39.0847630005636
142132,CL Resources Management-Langdon Oil Company,"Westminster Avenue, across from 163 Westminster Ave in open field.",Carroll,Westminster,MD,21157,Compliance,2813,-76.9964339759441,39.5700140065376
149153,MO DOT-Bridge No M-0294-Falls Road,Falls Road,Montgomery,Bethesda,MD,20817,Compliance,2814,-77.1234399997701,39.0064549998209
155104,Sugar Plum Ct SSO,#4 Sugar Plum Ct,Baltimore,Cockeysville,MD,21030,Compliance,2815,-76.6113710198118,39.4721640040158
151394,Charles Hickman/Late Start LLC (New Construction),32242 Old Ocean City Rd,Wicomico,Parsonsburg,MD,21849,Compliance,2816,-75.4944985735401,38.3863415532038
146309,CL DPW-White Rock Road,"White Rock Rd, 1.1 mi from MD 32",Carroll,Sykesville,MD,21784,Compliance,2817,-76.9540337999608,39.4009315999573
146441,CL Engineering-Bridge No CL-318-White Rock Road,White Rock Rd over Piney Run,Carroll,Eldersburg,MD,21784,Compliance,2818,-76.9991793505215,39.4018010947351
155102,Double TT Diner,5617 Spectrum Dr,Frederick,Frederick,MD,21701,Compliance,2819,-77.4019500322817,39.3834250045984
147934,Columbia Gas of Maryland-Beechwood Street,Beechwood St,Allegany,Lonaconing,MD,21539,Compliance,2820,-78.9882888193314,39.5799500875202
154726,Columbia Gas of Maryland-Yates Lane,intersect of Yates Ln and Green St,Allegany,Frostburg,MD,21536,Compliance,2821,-78.9219190053182,39.6498634600524
148661,Joseph and Diane Bean,24577 Clarkes Landing Lane,St. Mary's,Hollywood,MD,20636,Compliance,2822,-76.5038840081956,38.3428779844144
145614,MPA Wicomico Street Stockpile Removal,39.272060 -76.638291,Baltimore City,Baltimore City,MD,21230,Compliance,2823,-76.6114299996,39.2749499996531
85364,Susan Frye,21634 Rosebank Lane,St. Mary's,Leonardtown,MD,20650,Compliance,2824,-76.6879849680002,38.2611550151227
139535,John Adkins Sr,110 Maple Avenue,Dorchester,Cambridge,MD,21613,Compliance,2825,-76.0930629617274,38.5881779849057
149736,Kenneth and Joann Farbizio,24267 North Patuxent Beach Road,St. Mary's,California,MD,20619,Compliance,2826,-76.4772240245858,38.3180260183878
149077,Liberty Exchange (FKA Liberty Center),Exchange Dr,Carroll,Sykesville,MD,21784,Compliance,2827,-76.9770702366326,39.4146088292166
140938,"3200 Laurel Fort Meade Rd, Laurel",3200 Laurel Fort Meade Rd,Anne Arundel,Laurel,MD,20724,Compliance,2828,-76.77441579814,39.0912138572896
152954,Brooks Brittingham/B & K Farm (New Construction),8710 Ninepin Branch Road,Worcester,Newark,MD,21841,Compliance,2829,-75.3317549078001,38.2973259218239
148415,City of Westminster-Wakefield Valley Trail Extended,400 Uniontown Road,Carroll,Westminster,MD,21157,Compliance,2830,-77.009520507239,39.5823348062081
122137,MD 465 from US 301 to MD 18C,"38.989314, -76.156040",Queen Anne's,Queenstown,MD,21658,Compliance,2831,-76.1601649997153,38.9875299996554
143637,Roger Knight,855 McKinstrys Mill Road,Carroll,Union Bridge,MD,21791,Compliance,2832,-77.143763023024,39.5502799888988
145026,MO DEP-Germantown View SWM Pond-Asset 10796,"Grotto Lane, Dry SWM Pond located behind the townhouses on Grotto Lane, 39.166748, -77.266568",Montgomery,Germantown,MD,20874,Compliance,2833,-77.2533443004182,39.1693745003231
155174,Easton Utilities Commision @ Wye Town Point,Wye Town Farm Road,Talbot,Easton,MD,21601,Compliance,2834,-76.1891135187665,38.841404438439
113868,Rock Mill Dam dam & placement of dredge material in upland siite,39.6075518 -76.1459131,Harford,Havre De Grace,MD,21078,Compliance,2835,-76.0916199996832,39.5460749996746
85455,Richard Macpherson,21949 Whites Neck Road,St. Mary's,Bushwood,MD,20618,Compliance,2836,-76.8030359766666,38.2738619801025
155054,Knill's Farm Market,4001 W. Waterville Rd,Frederick,Mount Airy,MD,21771,Compliance,2837,-77.1429980069483,39.3762490057922
137050,"Topton Farms, LLC (Expansion)",5625 Mt. Hermon Church Rd,Wicomico,Salisbury,MD,21804,Compliance,2838,-75.5388755174589,38.3460983645783
5940,Hartge Yacht Harbor,4883 Church Ln,Anne Arundel,Galesville,MD,20765,Compliance,2839,-76.5425830039357,38.8381990084177
11331,Maryland Precision Spring Company,8900 Kelso Drive,Baltimore,Essex,MD,21221,Compliance,2840,-76.4707989601618,39.3384210154078
73743,Robert Clopp and Prudence Clendenning,113 Park Avenue,Anne Arundel,Edgewater,MD,21037,Compliance,2841,-76.5704749604824,38.9492679850935
146226,Little Cat Creek LLC,27338 Cat Creek Rd,St. Mary's,Mechanicsville,MD,20659,Compliance,2842,-76.6230750070535,38.4192250101365
136192,MD SHA-Structure No 0803600-MD 234,MD 234 over Allens Fresh Run,Charles,La Plata,MD,20646,Compliance,2843,-76.9775499998764,38.5295800002058
155194,17-2190/Everglaze Carpet Cleaning,7002 Golden Ring Road,Baltimore,Rosedale,MD,21237,Compliance,2844,-76.4909570185935,39.3323220075982
155216,17-2238/Redhouse Creek & Stemmer's Run,Redhouse Creek @ Stemmer's Run,Baltimore,Rosedale,MD,21237,Compliance,2845,-76.5121062996692,39.322497000327
145144,BGE-Raincliffe Road Substation,corner of Raincliffe Rd and Buttercup Road,Carroll,Sykesville,MD,21784,Compliance,2846,-76.9570899089816,39.3693200216979
1891,Calvert Cliffs Nuclear Power Plant,1650 Calvert Cliffs Pkwy,Calvert,Lusby,MD,20657,Compliance,2847,-76.4524799758988,38.4319300060587
155178,Witzke Property,"Leroy B. Witzke, 31236 Shavox Road",Wicomico,Salisbury,MD,21804,Compliance,2848,-75.5302549597006,38.3582149813392
103126,Nexus Group Inc/jefferson Technology,MERCANTILE DRIVE WEST,Frederick,Frederick,MD,,Compliance,2849,-77.446891759596,39.3923142901073
20419,River Valley Ranch,4443 Grave Run Rd,Carroll,Manchester,MD,21102,Compliance,2850,-76.8064849620803,39.6970510107304
146691,BGE-Camp Small,West Old Cold Spring Lane,Baltimore City,Baltimore City,MD,21209,Compliance,2851,-76.6426456454428,39.3436722744503
149619,"The Estates at Liberty Reservoir, Lots 1-23, 25, 26, 28-30, 33, 36, 38-41",Mineral Hill Road,Carroll,Eldersburg,MD,21784,Compliance,2852,-76.9140505259781,39.4179894739129
153803,Gregory B Martin Property,34706 Powell Rd,Wicomico,Pittsville,MD,21850,Compliance,2853,-75.4085499770111,38.3520399910482
155192,PAF 17-2242/across from 8406 Cove Road,Across from 8406 Cove Road,Baltimore,Dundalk,MD,21222,Compliance,2854,-76.4918279819738,39.2525210087308
111591,Tower Rock Trust,12208 Candle Light Circle,Prince George's,Fort Washington,MD,20744,Compliance,2855,-77.0153800103264,38.7242670257882
25777,F. B. Gwynn Education Center,5998 Radio Station Rd,Charles,La Plata,MD,20646,Compliance,2856,-76.9483869739152,38.5475470848703
155193,PAF 17-2239/Hyde Park Road & MD Route 702 Intersection,Hyde Park Road & MD Route 702 Intersection,Baltimore,Essex,MD,21221,Compliance,2857,-76.4391949519604,39.2990250441484
8109,Hopkins Creek Bus Facility,104 Weber Avenue,Baltimore,Essex,MD,21221,Compliance,2858,-76.4388235605742,39.3168014706646
116961,North Carroll Farms,Greenmount Church Road,Carroll,Hampstead,MD,21074,Compliance,2859,-76.8534407032784,39.6292795853176
141373,Barry Friedman,47171 S Snow Hill Manor Road,St. Mary's,Lexington Park,MD,20653,Compliance,2860,-76.4463109789414,38.1971080123856
157302,"Jensen, Jonathan",8060 Midvale Avenue,Anne Arundel,Pasadena,MD,21122,Compliance,2861,-76.4785229678254,39.1279609821416
155470,PAF # 17-3047 2101 Jones Lane Fill Placement,2101 Jones Lane,Montgomery,Silver Spring,MD,20902,Compliance,2862,-77.0466279973161,39.0542250028259
123118,Webster Field Annex Lease Relocatable LR-141 Site Development,38.137895 -76.429029,St. Mary's,Saint Inigoes,MD,20684,Compliance,2863,-76.3887502997258,38.1479510000989
104278,Church Of The Open Door,551 Gorsuch Road,Carroll,Westminster,MD,21157,Compliance,2864,-76.9797242318845,39.5702063262096
155176,David Putman,11072 Forest View,Talbot,Easton,MD,21601,Compliance,2865,-76.0908420083414,38.8530169982847
145979,MD SHA-Structure No 06092X0-MD 27,MD 27 over Morgan Run,Carroll,Westminster,MD,21157,Compliance,2866,-77.0038477953401,39.5670796044532
152676,Primrose Park @ Wildewood,Primevere rd,St. Mary's,California,MD,20619,Compliance,2867,-76.5633896154598,38.3068431448454
23559,Lavale Sanitary Commission Combined Sewer Overflow,"Sanitary Commission Service Area, 4 Outfalls",Allegany,LaVale,MD,21504,Compliance,2868,-78.804484999765,39.6614999998404
17118,Montgomery County Resource Recovery Facility (MCRRF),21204 Martinsburg Rd,Montgomery,Dickerson,MD,20842,Compliance,2869,-77.4558109685586,39.2013970149985
155175,Peter Soly,26456 Arcadia Shores Circle,Talbot,Easton,MD,21601,Compliance,2870,-76.1612315460959,38.7654529363736
81715,MD DNR-Smoots Bay,Smoots Bay at National Harbor,Prince George's,Fort Washington,MD,20744,Compliance,2871,-77.0021959004321,38.7186373002462
145496,"CL DPW-Hoffman Mill Road, Mile 0.15",2600 Hoffman Mill Road,Carroll,Hampstead,MD,21074,Compliance,2872,-76.9055019771731,39.5866980171008
145497,"CL DPW-Hoffman Mill Road, Mile 0.61","Hoffman Mill Rd, 0.61 mi",Carroll,Westminster,MD,21157,Compliance,2873,-76.8854835663439,39.5885033151825
145525,"CL DPW-Hoffman Mill Road, Mile 2.38","Hoffman Mill Rd, Mile 2.38",Carroll,Hampstead,MD,21074,Compliance,2874,-76.8854835663439,39.5885033151825
145526,"CL DPW-Hoffman Mill Rd, Mile 2.41","3614 Hoffman Mill Rd, Mile 2.41",Carroll,Hampstead,MD,21074,Compliance,2875,-76.8670100143599,39.5887419861624
148951,Clarks Rest Subdivision,Rte 5,St. Mary's,Leonardtown,MD,20650,Compliance,2876,-76.6824981139403,38.3562754968483
145540,"CL DPW-Gross Mill Road, Mile 1.05","Gross Mill Rd, 1.05 mi from Fairmount Rd",Carroll,Hampstead,MD,21074,Compliance,2877,-76.8450837507504,39.6310857341842
146036,BGE-Finksburg Area,BGE ROW betwn Emory Rd and Westminster Pike,Carroll,Finksburg,MD,21048,Compliance,2878,-76.8903415997048,39.494363400298
23070,Montgomery County - Poolesville Depot,19200 Jerusalem Road,Montgomery,Poolesville,MD,20837,Compliance,2879,-77.4019669637282,39.1628040088169
149487,MD 124 at Saybrooke Oaks Blvd. (SHA Contract # MO4325176),MD 124 (Midcounty Hwy) at Saybrooke Oaks Blvd,Montgomery,Gaithersburg,MD,20877,Compliance,2880,-77.1745998771592,39.1507700266881
64532,The Villages at Steeplechase,Buckeye Circle,Charles,La Plata,MD,20646,Compliance,2881,-76.9906885669825,38.5154779149337
145561,"CL DPW-Fridinger Mill Road, Mile 2.56","Fridinger Mill Rd, Mile 2.56",Carroll,Westminster,MD,21157,Compliance,2882,-76.9373125592622,39.6465868576979
145618,"CL DPW-Fridinger Mill Road, Mile 3.52","Fridinger Mill Rd, Mile 3.52",Carroll,Westminster,MD,21157,Compliance,2883,-76.9373125592622,39.6465868576979
151701,Aberdeen Test Center New Bombing Field Fiber Electric Upgrades,along Cod Creek Rd and Abbey Point Rd,Harford,Aberdeen Proving Ground,MD,21005,Compliance,2884,-76.1509130996871,39.4981678997191
145423,Spocial Security Administration Building Rainwater Intrusion,39.306226 -76.727104,Baltimore,Woodlawn,MD,21207,Compliance,2885,-76.7358317687899,39.3148919494001
145619,"CL DPW-Fridinger Mill Road, Mile 3.53","Fridinger Mill Rd, Mile 3.53",Carroll,Westminster,MD,21157,Compliance,2886,-76.9373125592622,39.6465868576979
6467,Cargill Inc,1285 Appleton Road,Cecil,Elkton,MD,21921,Compliance,2887,-75.8171010373502,39.6622400028856
145542,MD SHA-Structure No 06088X0-MD 86,MD 86 over trib of South Branch Gunpowder Falls,Carroll,Manchester,MD,21088,Compliance,2888,-76.8538299998849,39.7089699999213
144402,SSA Campus Water Main and Backflow Prevention Upgrades,39.308878 -76.729461,Baltimore,Woodlawn,MD,21207,Compliance,2889,-76.7358317687899,39.3148919494001
19840,Valpac Inc,1400 Industrial Park Road,Caroline,Federalsburg,MD,21632,Compliance,2890,-75.7557699806651,38.6865700033365
143442,Additional Roadway & Sidewalk for Tenants 9 and 10 @ CRCF,39.175502 -76.706203,Anne Arundel,BWI Airport,MD,21076,Compliance,2891,-76.725418499813,39.1499456003148
144871,Clarence Michael Malone III,3210 Warehime Rd,Carroll,Manchester,MD,21102,Compliance,2892,-76.8508500401525,39.6628339866745
9257,"Cascade Tissue Group - Maryland, LLC","551 Eastern Blvd, South",Washington,Hagerstown,MD,21740,Compliance,2893,-77.7145065221834,39.6289769187175
145562,"CL DPW-Poole Road, Mile 0.78","Poole Road, Mile 0.78",Carroll,Westminster,MD,21157,Compliance,2894,-76.9829399499717,39.5599402499603
146106,"CL DPW-Arnold Road, Site 2","Arnold Rd, 150' east of Poole Rd",Carroll,Westminster,MD,21157,Compliance,2895,-76.9538599957163,39.5373022880761
147365,BC DPW-Brown Pond,11102 Old Carriage Road,Baltimore,Glen Arm,MD,21057,Compliance,2896,-76.5410979818715,39.4278850074499
155337,8609 Armored Cavalry Rd.-Barracks,8609 Armored Cavalry Rd.,Anne Arundel,Fort George G. Meade,MD,20755,Compliance,2897,-76.7417253997734,39.1152862998556
65165,Timothy Evans,16490 Ball Point rd,St. Mary's,Piney Point,MD,20674,Compliance,2898,-76.4740099836532,38.1196909945688
145741,CL DPW-Braddock Road,Braddock Road near Skidmore Rd,Howard,Woodbine,MD,21797,Compliance,2899,-77.0614938207959,39.4360908032999
142016,Pedestrian Walkway from CRCF Garage to East Tenant Lot,39.1783448 -76.7062884,Anne Arundel,Hanover,MD,21076,Compliance,2900,-76.725418499813,39.1499456003148
11063,Federal Law Enforcement Training Center Office of Cheltenham Operations,"9000 Commo Rd, Ste 4000",Prince George's,Cheltenham,MD,20623-4000,Compliance,2901,-76.849159861742,38.747435082359
145495,CL DPW-Buffalo Road Mile 1.10,Buffalo Rd at Hoopers Delight Rd,Carroll,New Windsor,MD,21776,Compliance,2902,-77.1176098922537,39.4780800348654
142069,MD 124 (Mid-County Hwy) at Saybrooke Oaks / Woodfield Rd,39.1508001 -77.1744399,Montgomery,Gaithersburg,MD,20877,Compliance,2903,-77.1995692996763,39.1419613001629
