"","Site.No","Site.Name","Street.Address","City..State.Zip","County","Inspection.Type","Inspection.Date","Permit.No","NPDES.No","Complaint.Tracking.No","Inspection.Reason","Site.Status","Site.Condition","Recommended.Actions","Compliance.Assist.","Latitude","Longitude"
"203",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","05/11/2018","17NT0281","MDRCH03FC",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"204",137915,"CH Govt-St Charles Parkway and Billingsley Road","Billingsley Road and St. Charles Parkway, 1.5 acres at southeast corner of Billngsley Road and St. Charles Parkway","Saint Charles,MD,20602","Charles","Nontidal Wetlands","05/23/2018","13-NT-0267",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"205",137915,"CH Govt-St Charles Parkway and Billingsley Road","Billingsley Road and St. Charles Parkway, 1.5 acres at southeast corner of Billngsley Road and St. Charles Parkway","Saint Charles,MD,20602","Charles","Waterway Construction","05/23/2018","13-NT-0267",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"206",154751,"MO DPW-Mountain View Road","11206 Mountain View Rd, 39.281162 -77.228750, Mountain View Rd approx 180 feet NW of the intersection of Mountain View Rd and Kings Valley Rd","Damascus,MD,20872","Montgomery","Waterway Construction","05/23/2018","16-NT-3356",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"207",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","State_federal SWM","05/24/2018","17-SF-0024","MDRCK02QS",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"208",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","NPDES Construction Activity","05/24/2018","17-SF-0024","MDRCK02QS",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"209",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","NPDES Construction Activity","05/30/2018","14-SF-0063","MDRCBF03M",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"210",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM","05/30/2018","14-SF-0063","MDRCBF03M",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"211",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","06/06/2018","15-SF-0289","MDRCQF03E",NA,NA,"Active - No work today","Satisfactory/Compliance",NA,"N",NA,NA
"212",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","06/06/2018","15-SF-0289","MDRCQF03E",NA,NA,"Active - No work today","Satisfactory/Compliance",NA,"N",NA,NA
"213",139866,"BGE-Westport to Wilkens","Gwynns Falls north of Washington Blvd, south of Wilkens Ave, West on WIlkens, left on S.Dukeland, left on Wilmarco Av,. Site is on left of the Trail 100 yds past, railway bridge","Baltimore,MD,21201","Baltimore City","Waterway Construction","06/21/2018","13-NT-0095","MDRCD01V1",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"214",139866,"BGE-Westport to Wilkens","Gwynns Falls north of Washington Blvd, south of Wilkens Ave, West on WIlkens, left on S.Dukeland, left on Wilmarco Av,. Site is on left of the Trail 100 yds past, railway bridge","Baltimore,MD,21201","Baltimore City","NPDES Construction Activity","06/21/2018","13-NT-0095","MDRCD01V1",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"215",153428,"PG-E Little Paint Branch Trail Extension","Current terminus of Little Paint Branch Trail at Cherry Hill Rd near the, intersection of Park Dr in College Park, MD to the existing Little Paint, Branch Trail at the Beltsville Community Center in Beltsville, MD","College Park & Beltsville,MD,20705","Prince George's","NPDES Construction Activity","06/21/2018",NA,"MDRCQ02JJ",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"216",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","07/16/2018","15-SF-0289","MDRCQF03E",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"217",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","07/16/2018","15-SF-0289","MDRCQF03E",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"218",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","State_federal SWM","07/17/2018","17-SF-0024","MDRCK02QS",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"219",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","NPDES Construction Activity","07/17/2018","17-SF-0024","MDRCK02QS",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"220",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","07/18/2018","15-SF-0289","MDRCQF03E",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"221",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","07/18/2018","15-SF-0289","MDRCQF03E",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"222",152348,"Bowman Oakridge Mills","situate along the E side of MD Rte 63, N of the intersection with Oakridge Dr,, across from E. Russel Hicks Middle School","Hagerstown,MD,21740","Washington","Sediment_Erosion","07/23/2018","16-WA-0116","MDRCV02CF",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"223",152348,"Bowman Oakridge Mills","situate along the E side of MD Rte 63, N of the intersection with Oakridge Dr,, across from E. Russel Hicks Middle School","Hagerstown,MD,21740","Washington","NPDES Construction Activity","07/23/2018","16-WA-0116","MDRCV02CF",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"224",159200,"F-16 Crash Site Remediation","38.7592,-76.9266",NA,"Not Yet Determined","State_federal SWM","07/27/2018","18-SF-0059",NA,NA,NA,"Active - No work today","Noncompliance","Continue Routine Inspection","N",NA,NA
"225",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","NPDES Construction Activity","08/01/2018","17-SF-0024","MDRCK02QS",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"226",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","State_federal SWM","08/01/2018","17-SF-0024","MDRCK02QS",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"227",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","State_federal SWM","08/16/2018","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"228",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","Waterway Construction","08/16/2018","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"229",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","NPDES Construction Activity","08/16/2018","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"230",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","Nontidal Wetlands","08/16/2018","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"231",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","09/14/2018","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"232",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","09/14/2018","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"233",160055,"Delmarva Power and Light-Circuit No 23002-Piney Grove to Indian River","From Piney Grove Substation on Layfield Road, Salisbury, MD 21804, to Indian River Substation on Power Plant Road, Millsboro, DE 19939","Salisbury,MD,21804","Wicomico","Sediment_Erosion","09/18/2018","18-NT-2006,19-WI-0014","MDRCW03VH",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"234",160055,"Delmarva Power and Light-Circuit No 23002-Piney Grove to Indian River","From Piney Grove Substation on Layfield Road, Salisbury, MD 21804, to Indian River Substation on Power Plant Road, Millsboro, DE 19939","Salisbury,MD,21804","Wicomico","Nontidal Wetlands","09/18/2018","18-NT-2006,19-WI-0014","MDRCW03VH",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"235",160055,"Delmarva Power and Light-Circuit No 23002-Piney Grove to Indian River","From Piney Grove Substation on Layfield Road, Salisbury, MD 21804, to Indian River Substation on Power Plant Road, Millsboro, DE 19939","Salisbury,MD,21804","Wicomico","NPDES Construction Activity","09/18/2018","18-NT-2006,19-WI-0014","MDRCW03VH",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"236",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","09/21/2018","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"237",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","09/21/2018","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"238",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","10/16/2018","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"239",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","10/16/2018","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"240",159840,"COLUMBIA GAS - CUMBERLAND STREET GAS LINE REPLACEMENT","CUMBERLAND, CARROLL, SCHLEY, SARATOGA, MT. VIEW, TILGHMAN, SEDGEWICK, NIAGARA, MAGRUDER STREETS, PAW PAW WAY AND ESSEX PLACE","Cumberland,MD,21502","Allegany","Sediment_Erosion","10/29/2018","18-AL-0039",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"241",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","11/09/2018","15-SF-0289","MDRCQF03E",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"242",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","11/09/2018","15-SF-0289","MDRCQF03E",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"243",156686,"Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP","Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr","Gaithersburg,MD,20878","Montgomery","NPDES Construction Activity","11/29/2018","17-NT-3115","MDRCP",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"244",156686,"Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP","Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr","Gaithersburg,MD,20878","Montgomery","Waterway Construction","11/29/2018","17-NT-3115","MDRCP",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"245",156686,"Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP","Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr","Gaithersburg,MD,20878","Montgomery","Nontidal Wetlands","11/29/2018","17-NT-3115","MDRCP",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
