"","Site.No","Site.Name","Street.Address","County","City..State.Zip","Type"
"2378",145685,"Beall Street Multi Family Housing","85-87 Beall Street","Allegany","Frostburg,MD,21532","Compliance"
"2379",125546,"Holly Hall Properties/leighland Meadows/","MD 228 AT BUNKER HILL RD","Charles","Waldorf,MD","Compliance"
"2380",149155,"MD SHA -Structure No 15192X0","US 29 to Blackburn Rd","Montgomery","Burtonsville,MD,20866","Compliance"
"2381",139793,"US 29 Retrofit of SWM Facility 150173 and Slope Stabilization-MD SHA-Project No MO6735174-US 29","Along 29 SB and NB approx 1 mi SW of US 29/East Randolph Rd intersection","Montgomery","Silver Spring,MD,21904","Compliance"
"2382",141733,"FR DPW-Bridge No F 09-09-Reels Mill Road","Reels Mill Rd; 0.3 mi so of Ball Rd","Frederick","Frederick,MD,21701","Compliance"
"2383",144663,"MD SHA-US 29","10709 Columbia Pike","Montgomery","Silver Spring,MD,20901","Compliance"
"2384",146046,"FR Utilities and Solid Waste-Public Safety Training Facility","Pinecliff Park Road","Frederick","Frederick,MD,21701","Compliance"
"2385",138104,"City of Frederick-Christophers Crossing","0.7 mi from the intersection the Opossumtown Pike and Poole Jones Rd. 250 yds off of Poole Jones Rd, along stream","Frederick","Frederick,MD,21702","Compliance"
"2386",142151,"Harold Staley","8534 Willowbrook Road","Frederick","Frederick,MD,21702","Compliance"
"2387",154772,"PAF 17-2123/along Sue Creek in the Middle River area","Sue Creek","Baltimore","Middle River,MD,21220","Compliance"
"2388",152502,"Crescent, Inc./Faisal Mahmood (New Construction)","27638 Walnut Tree Rd","Wicomico","Salisbury,MD,21822","Compliance"
"2389",148116,"Sandpiper Energy-Ocean City to West Ocean City","1st St to Hoopers Crab House property","Worcester","Ocean City,MD,21842","Compliance"
"2390",152594,"Gander's Car Wash","8575 Commerce Dr","Talbot","Easton,MD,21601","Compliance"
"2391",154472,"Professional Restorations","6600 Frankford Ave","Baltimore City","Baltimore City,MD,21206","Compliance"
"2392",638,"C-Care LLC","979 Corporate Blvd","Anne Arundel","Linthicum Heights,MD,21090","Compliance"
"2393",153985,"8685 Commerce Drive LLC","8685 Commerce Dr.","Talbot","Easton,MD,21601","Compliance"
"2394",5761,"Federal Express (BWIA)","719 Hammonds Ferry Rd","Anne Arundel","Linthicum Heights,MD,21090","Compliance"
"2395",139822,"AA DPW-Pinewood Road","Under Poplar road for 258-261 Poplar Rd","Anne Arundel","Millersville,MD,21108","Compliance"
"2396",152551,"Mark Kolakowski","13504 Main St.","Queen Anne's","Queen Anne,MD,21657","Compliance"
"2397",78222,"MD DNR-Cambridge Marine Terminal","301 Cemetery Avenue","Dorchester","Cambridge,MD,21613","Compliance"
"2398",142195,"Obrecht Road LC-The Reserve at Pondview","Zeman Drive","Anne Arundel","Millersville,MD,21108","Compliance"
"2399",144221,"Jair Barr","20942 Fish Hatchery Road","Washington","Hagerstown,MD,21740","Compliance"
"2400",153019,"Chesapeake Nurseries - Pemberton Drive Farm","27588 Pemberton Drive","Wicomico","Salisbury,MD,21801","Compliance"
"2401",132785,"Richard Marshall and Barbara Bass","26988 Presquile Road","Talbot","Easton,MD,21601","Compliance"
"2402",154469,"Lancar Limited Liability Greenwood Property","7535A Hollow Rd","Frederick","Middletown,MD,21769","Compliance"
"2403",145295,"Craig Rosen","11977 Billy's Point Lane","Talbot","Easton,MD,21601","Compliance"
"2404",76673,"Sullivan, John And Doreen/pier And Lifts","2 CLIPPER COURT","Worcester","Ocean Pines,MD,21811","Compliance"
"2405",149699,"Jamestown Road Complaint 2015","127 Jamestown Road","Worcester","Ocean City,MD,21842","Compliance"
"2406",150312,"Clarksville Commons","12240 Clarksville Pike","Howard","Clarksville,MD,21029","Compliance"
"2407",147216,"Mechanicsville VFD","28165 Hills Club Rd","St. Mary's","Mechanicsville,MD,20659","Compliance"
"2408",7627,"Jones Auto and Salvage","111 E Nicodemus Rd","Carroll","Westminster,MD,21157","Compliance"
"2409",144902,"WA Commissioners-Blairs Valley Road","13524 and 13502 Blairs Valley Rd","Washington","Clear Spring,MD,21722","Compliance"
"2410",70636,"Greenway Farm","1603 Pulaski Hwy","Harford","Havre De Grace,MD,21078","Compliance"
"2411",154548,"PAF 17-3026 / Jonathan Schultz","11828 chapel Estates DR","Howard","Clarksville,MD,21029","Compliance"
"2412",152717,"Queen Anne's County New Circuit Courthouse","200 N Commerce St","Queen Anne's","Centreville,MD,21617","Compliance"
"2413",144581,"BA DPW-Bridge No B-0442-Malvern Avenue","Malvern Avenue-approx 1/2 mi east of Bellona Ave","Baltimore","Towson,MD,21204","Compliance"
"2414",23364,"Smith Brothers Auto Parts","2316 Snydersburg Rd","Carroll","Hampstead,MD,21074","Compliance"
"2415",23184,"Anne Arundel County Roads - St. Margarets","415 Broadneck Road","Anne Arundel","Annapolis,MD,21401","Compliance"
"2416",149689,"NAVFAC Washington Helicopter Operations","Landing Pad, 38.817875 -76.880630, northeast quadrant of Arnold A","Prince George's","Andrews Air Force Base,MD,20762","Compliance"
"2417",154340,"3442 Cohasset Ave","3442 Cohasset Ave","Anne Arundel","Annapolis,MD,21403","Compliance"
"2418",6932,"Condon's Auto Parts Inc","1218 Martin Dr","Carroll","Westminster,MD,21157","Compliance"
"2419",147351,"Chesapeake Village Center","502 Main St","Queen Anne's","Stevensville,MD,21666","Compliance"
"2420",19783,"Chesapeake Charter, Inc","424 Broadneck Road","Anne Arundel","Annapolis,MD,21401","Compliance"
"2421",151899,"Davidson Development, Inc","2738 Cox Neck Rd","Queen Anne's","Chester,MD,21619","Compliance"
"2422",150758,"Robert Schou","17246 Piney Point Road","St. Mary's","Piney Point,MD,20674","Compliance"
"2423",142271,"NSAW Campus Building Feeder PIN 27532","39.109078 -76.766832","Anne Arundel","Fort George G. Meade,MD,20755","Compliance"
"2424",154455,"Lisa Andrus","107 Heather Drive","Cecil","Earleville,MD,21919","Compliance"
"2425",32054,"US Foodservice, Inc.","8024 Telegraph Rd","Anne Arundel","Severn,MD,21144","Compliance"
"2426",146642,"APG Combined Heat and Power Plant","Webster Rd - Edgewood Area","Harford","Edgewood,MD,21010","Compliance"
"2427",107083,"Building 9960 Cooling Tower Replacement","39.118225 -76.768839","Anne Arundel","Hanover,MD,20701","Compliance"
"2428",153081,"Doug's Auto & Truck Repair and Body Shop","109 W 2nd Ave","Garrett","Mountain Lake Park,MD,21550","Compliance"
"2429",6185,"Montgomery County Public Schools Division of Maintenance - Shady Grove Depot","16651 Crabbs Branch Way","Montgomery","Rockville,MD,20855","Compliance"
"2430",145371,"SATCOM Building Demolition","39.104649 -76.757850","Anne Arundel","Fort George G. Meade,MD,20755","Compliance"
"2431",143068,"Renovation and reconstruction of Softball Field Complex","39.386936 -76.617635","Baltimore","Towson,MD,21204","Compliance"
"2432",71263,"Hill Management Services/deer Park Est/","BENSVILLE RD","Charles","Waldorf,MD,20603","Compliance"
"2433",150546,"Brooks United Methodist Church","5550 Mackall Rd","Calvert","Saint Leonard,MD,20685","Compliance"
"2434",154770,"17-2130/939 Foxcroft Lane","939 Foxcroft Lane","Baltimore","Essex,MD,21221","Compliance"
"2435",131014,"Bramble @ Stafford Rd.","420 Stafford Rd.","Queen Anne's","Centreville,MD,21617","Compliance"
"2436",143108,"MO DOT - Old West Baltimore Road","Old West Baltimore Rd, 1320' se of Shiloh Church Rd","Montgomery","Boyds,MD,20841","Compliance"
"2437",155187,"PAF 17-2089/6126 Ebenezer Road","6126 Ebenezer Road","Baltimore","Middle River,MD,21220","Compliance"
"2438",144538,"MO DOT-24600 Whites Ferry Road","24600 block Whites Ferry Road","Montgomery","Dickerson,MD,20842","Compliance"
"2439",79390,"Lynda James","23808 and 23834 Old Chaptico Wharf Road","St. Mary's","Chaptico,MD,20621","Compliance"
"2440",154477,"Davis Property","5866 Forest Grove Rd.","Wicomico","Parsonsburg,MD,21849","Compliance"
"2441",150441,"WA COMM/Mount Lena Road","21326 Mt. Lena Road","Washington","Boonsboro,MD,21713","Compliance"
"2442",150821,"Brian Russell FHO","25111 Coltons Point Rd.","St. Mary's","Morganza,MD,20660","Compliance"
"2443",72879,"Wright Away Refuse Inc","5390 Agro Dr","Frederick","Frederick,MD,21703","Compliance"
"2444",155182,"PAF 17-2141/1649 Marley Avenue","1649 Marley Avenue","Anne Arundel","Glen Burnie,MD,21060","Compliance"
"2445",144539,"WSSC-Clara Barton Water Main","7223 MacArthur Blvd","Montgomery","Bethesda,MD,20815","Compliance"
"2446",76243,"The MIchael Companies Inc - Vista Gardens Marketplace","Lottsford Rd & MD RT 704","Prince George's","Lanham,MD,20706","Compliance"
"2447",149334,"Meredith Woods Partners FHO","16500 Jutland rd","St. Mary's","Saint Inigoes,MD,20684","Compliance"
"2448",149332,"Cary F Meredith FHO","16600 Jutland rd","St. Mary's","Saint Inigoes,MD,20684","Compliance"
"2449",149335,"Ann S Meredith FHO","16550 Jutland rd","St. Mary's","Saint Inigoes,MD,20684","Compliance"
"2450",144543,"MO DOT-24001 Whites Ferry Road","24001 Whites Ferry Road","Montgomery","Dickerson,MD,20842","Compliance"
"2451",143290,"William Johnson","44741 Lighthouse Road","St. Mary's","Piney Point,MD,20674","Compliance"
"2452",150819,"Parlett Family llc FHO","38250 38220 38311 New Mkt turner rd","St. Mary's","Mechanicsville,MD,20659","Compliance"
"2453",37209,"Talbot County Bio-Solids Utilization Facility","9786 Klondike Road","Talbot","Easton,MD,21601","Compliance"
"2454",147847,"Porto Bello Estates","N. Porto Bello Drive","St. Mary's","Drayden,MD,20748","Compliance"
"2455",145440,"Delmarva Power and Light Co-North Salisbury to Worcester","North Salisbury Substation to Worcester Substation","Wicomico","Salisbury,MD,21801","Compliance"
"2456",148343,"Annapolis Junction Town Center","10125 Junction Drive","Howard","Annapolis Junction,MD,20701","Compliance"
"2457",152164,"AL DPW-Evitts Creek","12400 Willowbrook Rd","Allegany","Cumberland,MD,21502","Compliance"
"2458",143624,"Brian Sterling","1143 Buck harbor Road","Worcester","Pocomoke City,MD,21851","Compliance"
"2459",130120,"Schmidt Distribution","7155 Hanover Park Drive","Anne Arundel","Hanover,MD,21076","Compliance"
"2460",151051,"Lot Fill at 1914 Shamrock Ave.","1914 Shamrock Ave.","Prince George's","Capitol Heights,MD,20743","Compliance"
"2461",5631,"MD State Hwy Admin/Hanover Auto Facility","7491Connelley Drive","Anne Arundel","Hanover,MD,21076","Compliance"
"2462",151283,"Still Waters LLC","Miles River Neck Rd.","Talbot","Easton,MD,21601","Compliance"
"2463",131175,"AL DPW-Arden Haycock","13803 Spruce Spring Rd","Allegany","Cresaptown,MD,21502","Compliance"
"2464",149560,"Balk Hill Village","2300 St. Joseph's Dr","Prince George's","Upper Marlboro,MD,20774","Compliance"
"2465",154475,"Dennis Duly","Jarboe Drive","Talbot","Easton,MD,21601","Compliance"
"2466",64264,"Grandview Haven - Phase I","MORGANZA TURNER RD","St. Mary's","Mellwood,MD,20659","Compliance"
"2467",143988,"Columbia Gas of MD-Oldtown Road","Oldtown Rd and Wibnifred St intersect","Allegany","Cumberland,MD,21502","Compliance"
"2468",117739,"Traffic Signal Mod/Install/Reconstruction with SAPS/CPS in District 3","District 3 in Montgomery County, 39.166137 -77.162039","Montgomery","Various,MD,20879","Compliance"
"2469",91310,"Dundalk Marine Terminal, Reconstruction of Berths 1-6, Phase 2 - Berth 4","39.249267 -76.537144","Baltimore City","Baltimore City,MD,21222","Compliance"
"2470",142526,"Palisades Development at Good Luck Road-Wood Glen","SE corner of Good Luck Rd and Greenbelt Rd intersection","Prince George's","Lanham,MD,20706","Compliance"
"2471",75293,"Hattons Garden/infrastructure","940 TALBOT ST","Talbot","Saint Michaels,MD,21663","Compliance"
"2472",142832,"Underground Storage Tank (UST) Replacement","39.057546 -77.162201","Montgomery","Rockville,MD,20854","Compliance"
"2473",149025,"St Mary's Venture LLC FHO","Laurel Grove and Kavanaugh rd","St. Mary's","Morganza,MD,20660","Compliance"
"2474",22923,"Morgan State University - Estuarine Research Center","10545 Mackall Road","Calvert","Saint Leonard,MD,20685","Compliance"
"2475",105054,"Repair Substation Forest Glenn Annex Bldg #192","39.007200 -77.054300","Montgomery","Silver Spring,MD,20910","Compliance"
"2476",154470,"DNR 13914 Catoctin Hollow Rd","13914 Catoctin Hollow Rd","Frederick","Thurmont,MD,21788","Compliance"
"2477",140885,"US Air Force, Joint Base Andrews-Exchange Service Building","1811 G Street","Prince George's","Andrews Air Force Base,MD,20762","Compliance"
"2478",154478,"Appleton Road","Appleton Road","Cecil","Elkton,MD,21921","Compliance"
"2479",154380,"PAF17-2134","45415 Clarks Landing Rd","St. Mary's","Hollywood,MD,20636","Compliance"
"2480",71937,"Town of Indian Head/Living Shoreline","Riverwatch Dr","Charles","Indian Head,MD,20640","Compliance"
"2481",71948,"Town Of Indian Head/boardwalk And Living","Riverwatch Dr","Charles","Indian Head,MD,20640","Compliance"
"2482",128629,"Brightwell Crossing Llc/rd Xing, Utility","S & E OF ELGIN & JERUSALEM RDS","Montgomery","Poolesville,MD","Compliance"
"2483",23250,"Calton Cars and Parts","7491 Washington Blvd","Howard","Elkridge,MD,21075","Compliance"
"2484",154473,"Maryland Avenue and W Lafayette Avenue powerwashing","Maryland/W Lafayette Ave","Baltimore City","Baltimore City,MD,21201","Compliance"
"2485",154412,"Deep Creek Lake Center Tower","19530 Garrett Highway, 1154 Mosser Road","Garrett","Mc Henry,MD,21541","Compliance"
"2486",121069,"CH DPW - College of Southern MD - TMDL/Bay Trust Fund","8730 Mitchelll Rd, 38.561069 -77.010731","Charles","La Plata,MD,20646","Compliance"
"2487",122625,"Ch Govt/bumpy Oak Rd/utility Line","6600 BUMPY OAK ROAD","Charles","LaPlata,MD","Compliance"
"2488",19255,"Piney Orchard WWTP","8791 Piney Orchard Pkwy","Anne Arundel","Odenton,MD,21113","Compliance"
"2489",89681,"Peter Chang","17 Homeport Drive","Anne Arundel","Edgewater,MD,21037","Compliance"
"2490",151351,"Far Nasir/Aksmah LLC","2648 Waed Rd","Worcester","Girdletree,MD,21829","Compliance"
"2491",23245,"The Berg Brothers Recycling Company","1401 West Hamburg St","Baltimore City","Morrell Park,MD,21230","Compliance"
"2492",5979,"Wilkins Rogers Inc","27 Frederick Rd","Baltimore","Ellicott City,MD,21043","Compliance"
"2493",23653,"Donaldson Brown Conference Center","200 Mount Ararat Farm Rd","Cecil","Port Deposit,MD,21904","Compliance"
"2494",6184,"Montgomery County Schools - Clarksburg Depot","13100 Shawnee Ln","Montgomery","Clarksburg,MD,20871","Compliance"
"2495",9017,"Robert Poole Middle School","1300 W. 36th St","Baltimore City","Baltimore,MD,21211","Compliance"
"2496",136374,"Bryan Cooper","Marshall Corner Road, Lot 17, Blk A","Charles","White Plains,MD,20695","Compliance"
"2497",154476,"John Evans, Jr.","220 Possum Point Rd.","Queen Anne's","Centreville,MD,21617","Compliance"
"2498",144632,"Langely Park Transit (10-SF-0366)","Intersection of University Bld and, New Hampshire Avenue","Prince George's","Hyattsville,MD,20783","Compliance"
"2499",144297,"Williams Residence","1250 Lands End Road","Queen Anne's","Centreville,MD,21601","Compliance"
"2500",24715,"Boys School of Saint Paul's Parish","11152 Falls Rd","Baltimore","Brooklandville,MD,21022","Compliance"
"2501",123637,"Aggregate Industries/McConchie Mining-Phase II","RT 6 (W Side); Port Tobacco","Charles","Port Tobacco,MD,20677","Compliance"
"2502",149884,"Howard Restorations LLC","1315 Magnolia Avenue","Anne Arundel","Annapolis,MD,21403","Compliance"
"2503",139777,"Angela Calos","14955 Potomac River Drive","Charles","Cobb Island,MD,20625","Compliance"
"2504",152575,"PAF 16-2377/1753 Arrowood Drive","1753 Arrowood Drive","Anne Arundel","Gambrills,MD,21054","Compliance"
"2505",155326,"PAF 17-2151 Baltimore City SSO at Ruxton Avenue","1700 Ruxton Avenue","Baltimore City","Baltimore,MD,21216","Compliance"
"2506",154709,"WilliamTaccinoSewerOdorComplaint,PAF17-1038","402, Pine Avenue","Allegany","Cumberland,MD,21502","Compliance"
"2507",154592,"Theodore and Ardella Friend","Crows Feet Lane","Allegany","Oldtown,MD,21555","Compliance"
"2508",156103,"Mill Run at Cresap Mill Road","near 14605 Cresap Mill Road","Allegany","Oldtown,MD,21555","Compliance"
"2509",150936,"AL DPW-Mulberry Avenue","11810 Mulberry Avenue","Allegany","Cumberland,MD,21502","Compliance"
"2510",2975,"Abf Freight System, Inc.","6720 Washington Blvd","Howard","Elkridge,MD,21075","Compliance"
"2511",154625,"Wayne Miller Property","4864 Schalk Rd No. 1","Carroll","Manchester,MD,21102","Compliance"
"2512",153022,"PAF 16-2460/SMPRU gravel access road and Enchanted Place","Intersection of Enchanted Place and a gravel access road","St. Mary's","Charlotte Hall,MD,20622","Compliance"
"2513",94723,"Clean Earth of Greater Washington, LLC","6250 Dower House Rd","Prince George's","Upper Marlboro,MD,20770","Compliance"
"2514",151694,"Closed Sanitary Landfill Cap and Drainage Repairs","near Old Waugh Chapel Rd, 39.079080 -76.714734","Anne Arundel","Fort George G. Meade,MD,20755","Compliance"
"2515",152981,"CL DPW-Harvey Yingling Road","Harvey Yingling Road","Carroll","Manchester,MD,21102","Compliance"
"2516",150746,"CL DPW-Snydersburg Road","3001 Snydersburg Rd","Carroll","Hampstead,MD,21074","Compliance"
"2517",137647,"John Thacker","28116 Brick Row Road","Talbot","Oxford,MD,21654","Compliance"
"2518",150098,"CL DPW-Snydersburg Road, Mile 2.8","Snydersburg Rd, Mile 2.8","Carroll","Hampstead,MD,21074","Compliance"
"2519",149932,"CL DPW-Snydersburg Road, Mile 3.16","Snydersburg Rd, Mile 3.16 from MD 482","Carroll","Hampstead,MD,21074","Compliance"
"2520",34490,"Perry Point VA Medical Center","Bldg T5 (REMRO) Fifth St, 515 Broad St","Cecil","Perry Point,MD,21902","Compliance"
"2521",143770,"Wolbert Property","4366 Madonna Rd","Harford","Street,MD,21154","Compliance"
"2522",153679,"Salisbury Main Street Masterplan Water, Sewer, Stormwater and Streetscape Improvements","East/West Main Street","Wicomico","Salisbury,MD,21801","Compliance"
"2523",11721,"Anne Arundel County Department Of Public Works-northern District","318 Mountain Road","Anne Arundel","Pasadena,MD,21122","Compliance"
"2524",151698,"Demolition/Restoration at 8644 Reno Monument Rd","8644 Reno Monument Rd, 39.469545 -77.616226","Frederick","Middletown,MD,21769","Compliance"
